country_standard,year,median_age,aged_65_older,gdp_per_capita,eiu_overall_score,eiu_electoral,eiu_gov_func,eiu_pol_part,eiu_pol_culture,eiu_civil_liberties,eiu_score_change,eiu_regime_type,ogp_participation_fisc_open,ogp_transparency_fisc_open,ogp_participating,pub_health_exp_percent_gdp,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,aged_70_older,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,cum_eoy_total_cases,cum_eoy_total_deaths,cum_eoy_total_cases_per_million,cum_eoy_total_deaths_per_million,cum_eoy_total_tests,cum_eoy_total_tests_per_thousand,cum_eoy_total_vaccinations,cum_eoy_people_vaccinated,cum_eoy_people_fully_vaccinated,cum_eoy_total_vaccinations_per_hundred,cum_eoy_people_vaccinated_per_hundred,cum_eoy_people_fully_vaccinated_per_hundred,annual_total_cases,annual_total_deaths,annual_total_cases_per_million,annual_total_deaths_per_million,annual_total_tests,annual_total_tests_per_thousand,annual_total_vaccinations,annual_people_vaccinated,annual_people_fully_vaccinated,annual_total_vaccinations_per_hundred,annual_people_vaccinated_per_hundred,annual_people_fully_vaccinated_per_hundred,cum_total_cases,cum_total_deaths,cum_total_cases_per_million,cum_total_deaths_per_million,cum_total_tests,cum_total_tests_per_thousand,cum_total_vaccinations,cum_people_vaccinated,cum_people_fully_vaccinated,cum_total_vaccinations_per_hundred,cum_people_vaccinated_per_hundred,cum_people_fully_vaccinated_per_hundred,cpi_score,ogp_trans_text,ogp_part_text,wgi_voice_and_accountability,wgi_control_of_corruption,wgi_govt_effective,vdem_v2x_libdem,vdem_v2x_partipdem,vdem_v2x_cspart,country_id,vdem_transparent_laws,vdem_accountability_index,vdem_vertical_account,vdem_diagonal_account,vdem_horizontal_account,vdem_corruption_index,vdem_exec_corruption,vdem_public_sector_corruption,iso_code,pandem,panback,fh_global_freedom_score,code.y,percap_domestic_health_expenditure,gdp,gini,wvs_trust_parliament,wvs_trust_gov,wvs_trust_court,wvs_trust_elect,wvs_corruption,afr_int_citizens_can_access_the_results_,afr_int_citizens_have_a_right_to_request,afr_int_citizen_requests_for_public_info,afr_int_citizens_can_access_legislative_,afr_int_senior_officials_of_the_three_br,afr_int_political_parties_are_required_t,afr_int_corruption_is_criminalized_as_a_,afr_int_the_body_bodies_that_investigate,afr_int_civil_servants_who_report_cases_,afr_int_there_is_an_independent_body_bod,afr_int_iso_code,post_covid
Cameroon,2006,NA,NA,NA,32.7,9.2,32.1,27.8,56.3,38.2,NA,NA,NA,NA,0,1.07609231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.023897529,-1.086014271,-0.9493961334228516,0.158,0.118,0.475,108,-0.261,0.174,0.103,0.689,-0.4,0.933,0.904,0.901,CMR,0.35,0.1653,NA,CMR,7.42997503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Canada,2019,NA,NA,NA,92.2,95.8,96.4,77.8,93.8,97.1,0.7,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,Implement for Results,Consider Action,1.462505341,1.766973615,1.7316431999206543,0.776,0.619,0.961,66,2.306,1.6,1.488,1.685,1.033,0.038,0.053,0.034,CAN,0,0,1,NA,NA,1736425629519.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Canada,2018,NA,NA,NA,91.5,95.8,96.4,77.8,87.5,100,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,1.526058078,1.828014135,1.7161083221435547,0.779,0.619,0.96,66,2.525,1.596,1.459,1.51,1.382,0.029,0.042,0.031,CAN,0,0,1,NA,3670.843262,1716262621082.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Canada,2017,NA,NA,NA,91.5,95.8,96.4,77.8,87.5,100,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,1.476375461,1.924279809,1.8541600704193115,0.786,0.608,0.966,66,2.994,1.612,1.462,1.542,1.445,0.028,0.04,0.031,CAN,0,0,1,NA,3547.4021,1649878054226.82,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Canada,2016,NA,NA,NA,91.5,95.8,96.4,77.8,87.5,100,0.7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,1.445155263,1.989900947,1.781461477279663,0.805,0.642,0.955,66,3.04,1.671,1.463,1.657,1.469,0.022,0.023,0.02,CAN,0,0,1,NA,3367.219971,1528243213982.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Canada,2015,NA,NA,NA,90.8,95.8,92.9,77.8,87.5,100,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,1.467126369,1.886581302,1.762081265449524,0.761,0.596,0.949,66,2.683,1.604,1.413,1.59,1.438,0.022,0.023,0.02,CAN,0,0,1,NA,3417.48291,1556129524418.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Canada,2014,NA,NA,NA,90.8,95.8,92.9,77.8,87.5,100,0,NA,NA,NA,1,7.41193189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,1.412359953,1.836426377,1.7605233192443848,0.765,0.587,0.916,66,2.944,1.571,1.299,1.579,1.525,0.024,0.023,0.02,CAN,0,0,1,CAN,3821.846191,1803533209844.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Canada,2013,NA,NA,NA,90.8,95.8,92.9,77.8,87.5,100,0,NA,NA,NA,1,7.57566493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,1.453486681,1.886832833,1.788731575012207,0.774,0.585,0.888,66,2.944,1.57,1.319,1.582,1.484,0.024,0.023,0.02,CAN,0,0,1,CAN,4017.185547,1847208522155.34,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Canada,2012,NA,NA,NA,90.8,95.8,92.9,77.8,87.5,100,0,NA,NA,NA,1,7.65114455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,1.437505364,1.927136421,1.765713095664978,0.742,0.578,0.902,66,2.508,1.55,1.309,1.511,1.571,0.029,0.027,0.019,CAN,0,0,1,CAN,4045.858154,1828689329348.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Canada,2011,NA,NA,NA,90.8,95.8,92.9,77.8,87.5,100,0,NA,NA,NA,1,7.6767925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.380144596,1.977883339,1.7783777713775635,0.741,0.582,0.902,66,2.508,1.538,1.309,1.492,1.562,0.029,0.027,0.019,CAN,0,0,NA,CAN,3953.731201,1788647906047.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Canada,2010,NA,NA,NA,90.8,95.8,92.9,77.8,87.5,100,0.05,NA,NA,NA,0,7.88439634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.352596402,2.069799423,1.7831940650939941,0.769,0.603,0.902,66,2.508,1.631,1.473,1.493,1.587,0.029,0.027,0.019,CAN,0,0,NA,CAN,3694.088379,1613464422811.13,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Canada,2009,NA,NA,NA,90.75,93.75,94.65,77.8,87.5,100,0.05,NA,NA,NA,0,7.91415821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.401845694,2.061788797,1.7458895444869995,0.791,0.6,0.902,66,2.508,1.615,1.47,1.487,1.541,0.034,0.045,0.019,CAN,0,0,NA,CAN,3202.175293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Canada,2008,NA,NA,NA,90.7,91.7,96.4,77.8,87.5,100,0,NA,NA,NA,0,7.06345385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40752852,2.002688646,1.7916806936264038,0.774,0.596,0.902,66,2.508,1.623,1.466,1.489,1.537,0.034,0.045,0.019,CAN,0,0,NA,CAN,3259.849854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Canada,2007,NA,NA,NA,90.7,91.7,96.4,77.8,87.5,100,0,NA,NA,NA,0,6.89350136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.384671569,2.000899553,1.7613942623138428,0.773,0.594,0.902,66,2.508,1.619,1.471,1.485,1.535,0.032,0.045,0.019,CAN,0,0,NA,CAN,3061.616455,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Canada,2006,NA,NA,NA,90.7,91.7,96.4,77.8,87.5,100,NA,NA,NA,NA,0,6.78840782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.415594816,1.962554097,1.8955450057983398,0.768,0.596,0.902,66,2.508,1.622,1.471,1.52,1.54,0.039,0.045,0.046,CAN,0,0,NA,CAN,2746.908691,NA,NA,2.2756756756756755,2.297430830039526,2.754601226993865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Cape Verde,2019,NA,NA,NA,77.8,91.7,73.6,66.7,68.8,88.2,-1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,0.968936265,0.870890737,0.29302796721458435,0.726,0.502,0.753,70,1.204,1.565,1.42,1.359,1.799,0.159,0.147,0.247,CPV,NA,NA,1,NA,NA,1981845740.35828,NA,NA,NA,NA,NA,NA,0,NA,25,50,NA,NA,NA,50,NA,NA,CPV,FALSE
Cape Verde,2018,NA,NA,NA,78.8,91.7,78.6,66.7,68.8,88.2,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,0.998429537,0.767450929,0.3192393183708191,0.73,0.502,0.727,70,1.204,1.562,1.408,1.342,1.824,0.168,0.161,0.251,CPV,NA,NA,1,NA,117.2347031,1966983316.56524,NA,NA,NA,NA,NA,NA,0,0,25,25,0,100,100,50,0,100,CPV,FALSE
Cape Verde,2017,NA,NA,NA,78.8,91.7,78.6,66.7,68.8,88.2,-0.6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,0.967156112,0.834023416,0.1679304838180542,0.741,0.517,0.791,70,1.657,1.548,1.409,1.413,1.6,0.157,0.159,0.22,CPV,NA,NA,1,NA,108.0340195,1769787215.14611,NA,NA,NA,NA,NA,NA,0,0,25,25,0,100,100,50,0,100,CPV,FALSE
Cape Verde,2016,NA,NA,NA,79.4,91.7,78.6,66.7,68.8,91.2,1.3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,0.979162574,0.868905604,0.12505002319812775,0.74,0.487,0.765,70,1.645,1.576,1.435,1.444,1.573,0.157,0.152,0.215,CPV,NA,NA,1,NA,96.44637299,1662998678.36743,NA,NA,NA,NA,NA,NA,0,0,25,25,0,100,100,50,0,100,CPV,FALSE
Cape Verde,2015,NA,NA,NA,78.1,91.7,78.6,66.7,62.5,91.2,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,0.943873703,0.95017606,0.16749344766139984,0.765,0.535,0.843,70,1.645,1.553,1.366,1.48,1.58,0.156,0.152,0.216,CPV,NA,NA,1,NA,96.59446716,1596800287.16405,42.4,NA,NA,NA,NA,NA,25,0,25,25,0,100,100,25,0,0,CPV,FALSE
Cape Verde,2014,NA,NA,NA,78.1,91.7,78.6,66.7,62.5,91.2,-1.1,NA,NA,NA,0,3.55722675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,0.95697271800000006,0.938025832,0.06998102366924286,0.766,0.545,0.797,70,1.994,1.552,1.364,1.438,1.581,0.158,0.157,0.216,CPV,NA,NA,1,CPV,109.2203674,1859898513.26858,NA,NA,NA,NA,NA,NA,25,0,25,75,0,100,100,25,0,0,CPV,FALSE
Cape Verde,2013,NA,NA,NA,79.2,91.7,78.6,72.2,62.5,91.2,0,NA,NA,NA,0,3.12043988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,0.916024446,0.836728513,0.0969095379114151,0.764,0.545,0.797,70,1.994,1.553,1.365,1.437,1.623,0.149,0.123,0.216,CPV,NA,NA,1,CPV,110.5007019,1850470042.43281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Cape Verde,2012,NA,NA,NA,79.2,91.7,78.6,72.2,62.5,91.2,0,NA,NA,NA,0,3.33864148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,0.93871963,0.868030965,0.12057372182607651,0.728,0.516,0.847,70,1.533,1.545,1.352,1.446,1.62,0.157,0.158,0.215,CPV,NA,NA,1,CPV,106.0084076,1741809808.96442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Cape Verde,2011,NA,NA,NA,79.2,91.7,78.6,72.2,62.5,91.2,-0.2,NA,NA,NA,0,3.33576026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97009629,0.9037503,0.15464748442173004,0.728,0.521,0.842,70,1.533,1.556,1.355,1.447,1.605,0.139,0.158,0.215,CPV,NA,NA,NA,CPV,107.1626816,1865915544.12445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Cape Verde,2010,NA,NA,NA,79.4,91.7,78.6,66.7,68.8,91.2,0.65,NA,NA,NA,0,3.43176685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894677579,0.856144667,-0.015926674008369446,0.742,0.516,0.819,70,1.53,1.512,1.295,1.447,1.613,0.159,0.158,0.215,CPV,NA,NA,NA,CPV,95.61633301,1664310769.55229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
